1,8.0
2,7.5
3,7.0
4,7.0
5,7.0
6,7.0
7,6.714285714285714
8,7.0
9,7.111111111111111
10,7.1
11,7.363636363636363
12,7.583333333333333
13,7.846153846153846
14,7.714285714285714
15,7.6
16,7.5625
17,8.0
18,8.11111111111111
19,8.052631578947368
20,8.05
21,7.904761904761905
22,7.818181818181818
23,7.739130434782608
24,7.625
25,7.52
26,7.461538461538462
27,7.407407407407407
28,7.321428571428571
29,7.241379310344827
30,7.133333333333334
31,7.096774193548387
32,7.03125
33,6.96969696969697
34,7.147058823529412
35,7.085714285714285
36,7.111111111111111
37,7.405405405405405
38,7.526315789473684
39,7.564102564102564
40,7.675
41,7.7073170731707314
42,7.738095238095238
43,7.767441860465116
44,7.7272727272727275
45,7.711111111111111
46,7.717391304347826
47,7.723404255319149
48,7.729166666666667
49,7.714285714285714
50,7.76
51,7.803921568627451
52,7.846153846153846
53,7.886792452830188
54,7.907407407407407
55,7.9818181818181815
56,8.0
57,8.035087719298245
58,8.03448275862069
59,8.05084745762712
60,8.066666666666666
61,8.098360655737705
62,8.064516129032258
63,8.174603174603174
64,8.203125
65,8.23076923076923
66,8.242424242424242
67,8.238805970149254
68,8.279411764705882
69,8.289855072463768
70,8.3
71,8.309859154929578
72,8.291666666666666
73,8.301369863013699
74,8.31081081081081
75,8.333333333333334
76,8.342105263157896
77,8.337662337662337
78,8.346153846153847
79,8.367088607594937
80,8.3625
81,8.333333333333334
82,8.329268292682928
83,8.337349397590362
84,8.321428571428571
85,8.341176470588236
86,8.348837209302326
87,8.333333333333334
88,8.340909090909092
89,8.348314606741573
90,8.333333333333334
91,8.340659340659341
92,8.358695652173912
93,8.376344086021506
94,8.382978723404255
95,8.378947368421052
96,8.34375
97,8.360824742268042
98,8.36734693877551
99,8.444444444444445
100,8.46
101,8.45
102,8.46
103,8.49
104,8.52
105,8.55
106,8.63
107,8.67
108,8.64
109,8.65
110,8.74
111,8.73
112,8.72
113,8.7
114,8.73
115,8.77
116,8.79
117,8.72
118,8.7
119,8.72
120,8.72
121,8.74
122,8.77
123,8.8
124,8.83
125,8.86
126,8.89
127,8.92
128,8.96
129,9.0
130,9.13
131,9.14
132,9.16
133,9.2
134,9.16
135,9.2
136,9.21
137,9.12
138,9.09
139,9.1
140,9.07
141,9.07
142,9.07
143,9.07
144,9.1
145,9.12
146,9.11
147,9.09
148,9.09
149,9.1
150,9.09
151,9.06
152,9.05
153,9.02
154,9.0
155,8.97
156,8.96
157,8.93
158,8.93
159,8.93
160,8.93
161,8.92
162,8.94
163,8.87
164,8.86
165,8.85
166,8.84
167,8.84
168,8.82
169,8.81
170,8.81
171,8.8
172,8.81
173,8.81
174,8.81
175,8.8
176,8.77
177,8.77
178,8.77
179,8.75
180,8.75
181,8.77
182,8.77
183,8.76
184,8.78
185,8.77
186,8.77
187,8.77
188,8.76
189,8.75
190,8.77
191,8.76
192,8.74
193,8.73
194,8.71
195,8.72
196,8.76
197,8.75
198,8.75
199,8.67
200,8.65
201,8.67
202,8.67
203,8.65
204,8.63
205,8.61
206,8.54
207,8.54
208,8.56
209,8.55
210,8.48
211,8.46
212,8.45
213,8.45
214,8.45
215,8.43
216,8.42
217,8.42
218,8.42
219,8.42
220,8.42
221,8.44
222,8.43
223,8.43
224,8.44
225,8.45
226,8.45
227,8.44
228,8.43
229,8.44
230,8.38
231,8.41
232,8.44
233,8.45
234,8.44
235,8.42
236,8.42
237,8.43
238,8.42
239,8.39
240,8.36
241,8.35
242,8.34
243,8.3
244,8.29
245,8.28
246,8.3
247,8.29
248,8.26
249,8.26
250,8.25
251,8.25
252,8.23
253,8.23
254,8.25
255,8.25
256,8.24
257,8.25
258,8.25
259,8.24
260,8.21
261,8.18
262,8.17
263,8.15
264,8.14
265,8.14
266,8.14
267,8.14
268,8.13
269,8.13
270,8.11
271,8.12
272,8.11
273,8.1
274,8.09
275,8.07
276,8.08
277,8.07
278,8.03
279,8.02
280,8.02
281,8.02
282,8.01
283,8.01
284,8.0
285,7.98
286,7.97
287,7.99
288,8.0
289,7.99
290,7.97
291,7.97
292,7.97
293,7.96
294,7.98
295,7.98
296,7.95
297,7.94
298,7.93
299,7.93
300,7.93
301,7.94
302,7.93
303,7.95
304,7.95
305,7.93
306,7.93
307,7.92
308,7.92
309,7.91
310,7.88
311,7.9
312,7.89
313,7.86
314,7.83
315,7.81
316,7.81
317,7.8
318,7.8
319,7.78
320,7.79
321,7.77
322,7.84
323,7.81
324,7.78
325,7.77
326,7.74
327,7.72
328,7.7
329,7.66
330,7.61
331,7.57
332,7.53
333,7.5
334,7.48
335,7.47
336,7.44
337,7.4
338,7.38
339,7.37
340,7.37
341,7.35
342,7.33
343,7.34
344,7.32
345,7.3
346,7.27
347,7.27
348,7.28
349,7.26
350,7.25
351,7.24
352,7.23
353,7.22
354,7.2
355,7.17
356,7.16
357,7.14
358,7.12
359,7.1
360,7.1
361,7.1
362,7.11
363,7.16
364,7.13
365,7.09
